source,ts,host,proc,pid,event,user,ip,port,tag,detail,raw
auth,2026-09-04T19:45:57.294646+08:00,mcstart,sshd-session,23831,CONN_CLOSED,,108.95.165.39,51900,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:45:57.294646+08:00 mcstart sshd-session[23831]: Connection closed by 108.95.165.39 port 51900 [preauth]
auth,2026-09-04T19:46:03.908834+08:00,mcstart,sshd-session,23834,CONN_CLOSED,,108.95.165.39,47212,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:46:03.908834+08:00 mcstart sshd-session[23834]: Connection closed by 108.95.165.39 port 47212 [preauth]
auth,2026-09-04T19:46:10.288877+08:00,mcstart,sshd-session,23836,CONN_CLOSED,,108.95.165.39,47220,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:46:10.288877+08:00 mcstart sshd-session[23836]: Connection closed by 108.95.165.39 port 47220 [preauth]
auth,2026-09-04T19:46:16.782700+08:00,mcstart,sshd-session,23838,CONN_CLOSED,,108.95.165.39,51346,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:46:16.782700+08:00 mcstart sshd-session[23838]: Connection closed by 108.95.165.39 port 51346 [preauth]
auth,2026-09-04T19:46:23.335148+08:00,mcstart,sshd-session,23840,CONN_CLOSED,,108.95.165.39,59078,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:46:23.335148+08:00 mcstart sshd-session[23840]: Connection closed by 108.95.165.39 port 59078 [preauth]
auth,2026-09-04T19:46:29.833935+08:00,mcstart,sshd-session,23842,CONN_CLOSED,,108.95.165.39,59090,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:46:29.833935+08:00 mcstart sshd-session[23842]: Connection closed by 108.95.165.39 port 59090 [preauth]
auth,2026-09-04T19:46:36.328045+08:00,mcstart,sshd-session,23844,CONN_CLOSED,,108.95.165.39,43196,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:46:36.328045+08:00 mcstart sshd-session[23844]: Connection closed by 108.95.165.39 port 43196 [preauth]
auth,2026-09-04T19:46:42.835992+08:00,mcstart,sshd-session,23846,CONN_CLOSED,,108.95.165.39,54544,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:46:42.835992+08:00 mcstart sshd-session[23846]: Connection closed by 108.95.165.39 port 54544 [preauth]
auth,2026-09-04T19:46:49.321193+08:00,mcstart,sshd-session,23848,CONN_CLOSED,,108.95.165.39,54560,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:46:49.321193+08:00 mcstart sshd-session[23848]: Connection closed by 108.95.165.39 port 54560 [preauth]
auth,2026-09-04T19:46:55.840421+08:00,mcstart,sshd-session,23850,CONN_CLOSED,,108.95.165.39,49810,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:46:55.840421+08:00 mcstart sshd-session[23850]: Connection closed by 108.95.165.39 port 49810 [preauth]
auth,2026-09-04T19:47:02.372206+08:00,mcstart,sshd-session,23852,CONN_CLOSED,,108.95.165.39,44550,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:47:02.372206+08:00 mcstart sshd-session[23852]: Connection closed by 108.95.165.39 port 44550 [preauth]
auth,2026-09-04T19:47:08.883652+08:00,mcstart,sshd-session,23854,CONN_CLOSED,,108.95.165.39,44552,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:47:08.883652+08:00 mcstart sshd-session[23854]: Connection closed by 108.95.165.39 port 44552 [preauth]
auth,2026-09-04T19:47:15.382814+08:00,mcstart,sshd-session,23856,CONN_CLOSED,,108.95.165.39,37848,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:47:15.382814+08:00 mcstart sshd-session[23856]: Connection closed by 108.95.165.39 port 37848 [preauth]
auth,2026-09-04T19:47:21.844888+08:00,mcstart,sshd-session,23858,CONN_CLOSED,,108.95.165.39,55802,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:47:21.844888+08:00 mcstart sshd-session[23858]: Connection closed by 108.95.165.39 port 55802 [preauth]
auth,2026-09-04T19:47:28.345394+08:00,mcstart,sshd-session,23860,CONN_CLOSED,,108.95.165.39,55804,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:47:28.345394+08:00 mcstart sshd-session[23860]: Connection closed by 108.95.165.39 port 55804 [preauth]
auth,2026-09-04T19:47:34.942480+08:00,mcstart,sshd-session,23862,CONN_CLOSED,,108.95.165.39,42150,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:47:34.942480+08:00 mcstart sshd-session[23862]: Connection closed by 108.95.165.39 port 42150 [preauth]
auth,2026-09-04T19:47:41.272159+08:00,mcstart,sshd-session,23864,CONN_CLOSED,,108.95.165.39,45228,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:47:41.272159+08:00 mcstart sshd-session[23864]: Connection closed by 108.95.165.39 port 45228 [preauth]
auth,2026-09-04T19:57:55.641871+08:00,mcstart,sshd-session,23882,CONN_CLOSED,,108.95.165.39,55896,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:57:55.641871+08:00 mcstart sshd-session[23882]: Connection closed by 108.95.165.39 port 55896 [preauth]
auth,2026-09-04T19:58:02.071509+08:00,mcstart,sshd-session,23884,CONN_CLOSED,,108.95.165.39,57426,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:58:02.071509+08:00 mcstart sshd-session[23884]: Connection closed by 108.95.165.39 port 57426 [preauth]
auth,2026-09-04T19:58:08.616780+08:00,mcstart,sshd-session,23886,CONN_CLOSED,,108.95.165.39,57430,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:58:08.616780+08:00 mcstart sshd-session[23886]: Connection closed by 108.95.165.39 port 57430 [preauth]
auth,2026-09-04T19:58:15.063414+08:00,mcstart,sshd-session,23888,CONN_CLOSED,,108.95.165.39,35074,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:58:15.063414+08:00 mcstart sshd-session[23888]: Connection closed by 108.95.165.39 port 35074 [preauth]
auth,2026-09-04T19:58:21.611313+08:00,mcstart,sshd-session,23890,CONN_CLOSED,,108.95.165.39,60360,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:58:21.611313+08:00 mcstart sshd-session[23890]: Connection closed by 108.95.165.39 port 60360 [preauth]
auth,2026-09-04T19:58:28.069998+08:00,mcstart,sshd-session,23892,CONN_CLOSED,,108.95.165.39,60364,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:58:28.069998+08:00 mcstart sshd-session[23892]: Connection closed by 108.95.165.39 port 60364 [preauth]
auth,2026-09-04T19:58:34.525927+08:00,mcstart,sshd-session,23894,CONN_CLOSED,,108.95.165.39,41108,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:58:34.525927+08:00 mcstart sshd-session[23894]: Connection closed by 108.95.165.39 port 41108 [preauth]
auth,2026-09-04T19:58:41.080982+08:00,mcstart,sshd-session,23896,CONN_CLOSED,,108.95.165.39,41122,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:58:41.080982+08:00 mcstart sshd-session[23896]: Connection closed by 108.95.165.39 port 41122 [preauth]
auth,2026-09-04T19:58:47.614095+08:00,mcstart,sshd-session,23898,CONN_CLOSED,,108.95.165.39,36148,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:58:47.614095+08:00 mcstart sshd-session[23898]: Connection closed by 108.95.165.39 port 36148 [preauth]
auth,2026-09-04T19:58:54.122667+08:00,mcstart,sshd-session,23900,CONN_CLOSED,,108.95.165.39,44682,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:58:54.122667+08:00 mcstart sshd-session[23900]: Connection closed by 108.95.165.39 port 44682 [preauth]
auth,2026-09-04T19:59:00.558191+08:00,mcstart,sshd-session,23902,CONN_CLOSED,,108.95.165.39,44698,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:59:00.558191+08:00 mcstart sshd-session[23902]: Connection closed by 108.95.165.39 port 44698 [preauth]
auth,2026-09-04T19:59:07.221290+08:00,mcstart,sshd-session,23904,CONN_CLOSED,,108.95.165.39,54564,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:59:07.221290+08:00 mcstart sshd-session[23904]: Connection closed by 108.95.165.39 port 54564 [preauth]
auth,2026-09-04T19:59:13.617929+08:00,mcstart,sshd-session,23906,CONN_CLOSED,,108.95.165.39,59568,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:59:13.617929+08:00 mcstart sshd-session[23906]: Connection closed by 108.95.165.39 port 59568 [preauth]
auth,2026-09-04T19:59:20.088248+08:00,mcstart,sshd-session,23908,CONN_CLOSED,,108.95.165.39,59580,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:59:20.088248+08:00 mcstart sshd-session[23908]: Connection closed by 108.95.165.39 port 59580 [preauth]
auth,2026-09-04T19:59:26.617321+08:00,mcstart,sshd-session,23910,CONN_CLOSED,,108.95.165.39,45636,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T19:59:26.617321+08:00 mcstart sshd-session[23910]: Connection closed by 108.95.165.39 port 45636 [preauth]
auth,2026-09-04T20:08:57.356183+08:00,mcstart,sshd-session,23922,CONN_CLOSED,,108.95.165.39,53826,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:08:57.356183+08:00 mcstart sshd-session[23922]: Connection closed by 108.95.165.39 port 53826 [preauth]
auth,2026-09-04T20:09:01.921294+08:00,mcstart,CRON,23924,SESSION_OPENED,root(uid=0),,,,会话建立（sudo/登录）,2026-09-04T20:09:01.921294+08:00 mcstart CRON[23924]: pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
auth,2026-09-04T20:09:01.923626+08:00,mcstart,CRON,23924,SESSION_CLOSED,root,,,,会话关闭,2026-09-04T20:09:01.923626+08:00 mcstart CRON[23924]: pam_unix(cron:session): session closed for user root
auth,2026-09-04T20:09:03.759117+08:00,mcstart,sshd-session,23927,CONN_CLOSED,,108.95.165.39,53858,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:09:03.759117+08:00 mcstart sshd-session[23927]: Connection closed by 108.95.165.39 port 53858 [preauth]
auth,2026-09-04T20:09:10.235774+08:00,mcstart,sshd-session,23978,CONN_CLOSED,,108.95.165.39,53864,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:09:10.235774+08:00 mcstart sshd-session[23978]: Connection closed by 108.95.165.39 port 53864 [preauth]
auth,2026-09-04T20:09:16.731401+08:00,mcstart,sshd-session,23980,CONN_CLOSED,,108.95.165.39,37144,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:09:16.731401+08:00 mcstart sshd-session[23980]: Connection closed by 108.95.165.39 port 37144 [preauth]
auth,2026-09-04T20:09:23.289632+08:00,mcstart,sshd-session,23982,CONN_CLOSED,,108.95.165.39,50102,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:09:23.289632+08:00 mcstart sshd-session[23982]: Connection closed by 108.95.165.39 port 50102 [preauth]
auth,2026-09-04T20:09:29.692383+08:00,mcstart,sshd-session,23984,CONN_CLOSED,,108.95.165.39,50104,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:09:29.692383+08:00 mcstart sshd-session[23984]: Connection closed by 108.95.165.39 port 50104 [preauth]
auth,2026-09-04T20:09:36.201657+08:00,mcstart,sshd-session,23986,CONN_CLOSED,,108.95.165.39,52782,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:09:36.201657+08:00 mcstart sshd-session[23986]: Connection closed by 108.95.165.39 port 52782 [preauth]
auth,2026-09-04T20:09:42.730283+08:00,mcstart,sshd-session,23988,CONN_CLOSED,,108.95.165.39,50720,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:09:42.730283+08:00 mcstart sshd-session[23988]: Connection closed by 108.95.165.39 port 50720 [preauth]
auth,2026-09-04T20:09:49.267785+08:00,mcstart,sshd-session,23990,CONN_CLOSED,,108.95.165.39,50730,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:09:49.267785+08:00 mcstart sshd-session[23990]: Connection closed by 108.95.165.39 port 50730 [preauth]
auth,2026-09-04T20:09:57.089619+08:00,mcstart,sshd-session,23992,CONN_CLOSED,,108.95.165.39,48326,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:09:57.089619+08:00 mcstart sshd-session[23992]: Connection closed by 108.95.165.39 port 48326 [preauth]
auth,2026-09-04T20:10:02.505825+08:00,mcstart,sshd-session,23994,CONN_CLOSED,,108.95.165.39,33856,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:10:02.505825+08:00 mcstart sshd-session[23994]: Connection closed by 108.95.165.39 port 33856 [preauth]
auth,2026-09-04T20:10:08.954224+08:00,mcstart,sshd-session,24000,CONN_CLOSED,,108.95.165.39,33872,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:10:08.954224+08:00 mcstart sshd-session[24000]: Connection closed by 108.95.165.39 port 33872 [preauth]
auth,2026-09-04T20:10:15.442023+08:00,mcstart,sshd-session,24002,CONN_CLOSED,,108.95.165.39,40346,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:10:15.442023+08:00 mcstart sshd-session[24002]: Connection closed by 108.95.165.39 port 40346 [preauth]
auth,2026-09-04T20:10:21.938041+08:00,mcstart,sshd-session,24004,CONN_CLOSED,,108.95.165.39,33246,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:10:21.938041+08:00 mcstart sshd-session[24004]: Connection closed by 108.95.165.39 port 33246 [preauth]
auth,2026-09-04T20:10:28.472461+08:00,mcstart,sshd-session,24006,CONN_CLOSED,,108.95.165.39,33248,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:10:28.472461+08:00 mcstart sshd-session[24006]: Connection closed by 108.95.165.39 port 33248 [preauth]
auth,2026-09-04T20:10:34.908236+08:00,mcstart,sshd-session,24008,CONN_CLOSED,,108.95.165.39,38772,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:10:34.908236+08:00 mcstart sshd-session[24008]: Connection closed by 108.95.165.39 port 38772 [preauth]
auth,2026-09-04T20:10:41.545666+08:00,mcstart,sshd-session,24010,CONN_CLOSED,,108.95.165.39,49882,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:10:41.545666+08:00 mcstart sshd-session[24010]: Connection closed by 108.95.165.39 port 49882 [preauth]
auth,2026-09-04T20:10:47.971940+08:00,mcstart,sshd-session,24012,CONN_CLOSED,,108.95.165.39,49892,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:10:47.971940+08:00 mcstart sshd-session[24012]: Connection closed by 108.95.165.39 port 49892 [preauth]
auth,2026-09-04T20:10:54.459213+08:00,mcstart,sshd-session,24014,CONN_CLOSED,,108.95.165.39,47476,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:10:54.459213+08:00 mcstart sshd-session[24014]: Connection closed by 108.95.165.39 port 47476 [preauth]
auth,2026-09-04T20:11:01.025757+08:00,mcstart,sshd-session,24016,CONN_CLOSED,,108.95.165.39,47490,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:11:01.025757+08:00 mcstart sshd-session[24016]: Connection closed by 108.95.165.39 port 47490 [preauth]
auth,2026-09-04T20:11:07.523678+08:00,mcstart,sshd-session,24018,CONN_CLOSED,,108.95.165.39,41868,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:11:07.523678+08:00 mcstart sshd-session[24018]: Connection closed by 108.95.165.39 port 41868 [preauth]
auth,2026-09-04T20:11:13.998967+08:00,mcstart,sshd-session,24020,CONN_CLOSED,,108.95.165.39,49938,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:11:13.998967+08:00 mcstart sshd-session[24020]: Connection closed by 108.95.165.39 port 49938 [preauth]
auth,2026-09-04T20:11:20.437452+08:00,mcstart,sshd-session,24022,CONN_CLOSED,,108.95.165.39,49942,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:11:20.437452+08:00 mcstart sshd-session[24022]: Connection closed by 108.95.165.39 port 49942 [preauth]
auth,2026-09-04T20:11:26.928366+08:00,mcstart,sshd-session,24024,CONN_CLOSED,,108.95.165.39,34256,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:11:26.928366+08:00 mcstart sshd-session[24024]: Connection closed by 108.95.165.39 port 34256 [preauth]
auth,2026-09-04T20:11:33.593843+08:00,mcstart,sshd-session,24026,CONN_CLOSED,,108.95.165.39,48844,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:11:33.593843+08:00 mcstart sshd-session[24026]: Connection closed by 108.95.165.39 port 48844 [preauth]
auth,2026-09-04T20:11:40.023996+08:00,mcstart,sshd-session,24028,CONN_CLOSED,,108.95.165.39,48858,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:11:40.023996+08:00 mcstart sshd-session[24028]: Connection closed by 108.95.165.39 port 48858 [preauth]
auth,2026-09-04T20:11:46.392555+08:00,mcstart,sshd-session,24030,CONN_CLOSED,,108.95.165.39,34432,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:11:46.392555+08:00 mcstart sshd-session[24030]: Connection closed by 108.95.165.39 port 34432 [preauth]
auth,2026-09-04T20:11:52.967245+08:00,mcstart,sshd-session,24032,CONN_CLOSED,,108.95.165.39,33124,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:11:52.967245+08:00 mcstart sshd-session[24032]: Connection closed by 108.95.165.39 port 33124 [preauth]
auth,2026-09-04T20:11:59.540697+08:00,mcstart,sshd-session,24034,CONN_CLOSED,,108.95.165.39,33138,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:11:59.540697+08:00 mcstart sshd-session[24034]: Connection closed by 108.95.165.39 port 33138 [preauth]
auth,2026-09-04T20:12:05.955415+08:00,mcstart,sshd-session,24037,CONN_CLOSED,,108.95.165.39,38380,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:12:05.955415+08:00 mcstart sshd-session[24037]: Connection closed by 108.95.165.39 port 38380 [preauth]
auth,2026-09-04T20:12:12.452825+08:00,mcstart,sshd-session,24039,CONN_CLOSED,,108.95.165.39,43492,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:12:12.452825+08:00 mcstart sshd-session[24039]: Connection closed by 108.95.165.39 port 43492 [preauth]
auth,2026-09-04T20:12:18.962820+08:00,mcstart,sshd-session,24041,CONN_CLOSED,,108.95.165.39,43494,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:12:18.962820+08:00 mcstart sshd-session[24041]: Connection closed by 108.95.165.39 port 43494 [preauth]
auth,2026-09-04T20:12:25.486421+08:00,mcstart,sshd-session,24043,CONN_CLOSED,,108.95.165.39,57368,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:12:25.486421+08:00 mcstart sshd-session[24043]: Connection closed by 108.95.165.39 port 57368 [preauth]
auth,2026-09-04T20:12:31.970327+08:00,mcstart,sshd-session,24045,CONN_CLOSED,,108.95.165.39,40838,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:12:31.970327+08:00 mcstart sshd-session[24045]: Connection closed by 108.95.165.39 port 40838 [preauth]
auth,2026-09-04T20:12:38.429395+08:00,mcstart,sshd-session,24047,CONN_CLOSED,,108.95.165.39,40848,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:12:38.429395+08:00 mcstart sshd-session[24047]: Connection closed by 108.95.165.39 port 40848 [preauth]
auth,2026-09-04T20:12:45.067772+08:00,mcstart,sshd-session,24049,CONN_CLOSED,,108.95.165.39,47112,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:12:45.067772+08:00 mcstart sshd-session[24049]: Connection closed by 108.95.165.39 port 47112 [preauth]
auth,2026-09-04T20:12:52.419219+08:00,mcstart,sshd-session,24051,CONN_CLOSED,,108.95.165.39,46098,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:12:52.419219+08:00 mcstart sshd-session[24051]: Connection closed by 108.95.165.39 port 46098 [preauth]
auth,2026-09-04T20:12:57.999494+08:00,mcstart,sshd-session,24053,CONN_CLOSED,,108.95.165.39,46102,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:12:57.999494+08:00 mcstart sshd-session[24053]: Connection closed by 108.95.165.39 port 46102 [preauth]
auth,2026-09-04T20:13:04.478378+08:00,mcstart,sshd-session,24055,CONN_CLOSED,,108.95.165.39,47450,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:13:04.478378+08:00 mcstart sshd-session[24055]: Connection closed by 108.95.165.39 port 47450 [preauth]
auth,2026-09-04T20:13:11.029441+08:00,mcstart,sshd-session,24057,CONN_CLOSED,,108.95.165.39,47460,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:13:11.029441+08:00 mcstart sshd-session[24057]: Connection closed by 108.95.165.39 port 47460 [preauth]
auth,2026-09-04T20:13:17.529740+08:00,mcstart,sshd-session,24059,CONN_CLOSED,,108.95.165.39,49544,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:13:17.529740+08:00 mcstart sshd-session[24059]: Connection closed by 108.95.165.39 port 49544 [preauth]
auth,2026-09-04T20:13:23.969739+08:00,mcstart,sshd-session,24061,CONN_CLOSED,,108.95.165.39,59992,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:13:23.969739+08:00 mcstart sshd-session[24061]: Connection closed by 108.95.165.39 port 59992 [preauth]
auth,2026-09-04T20:13:30.513770+08:00,mcstart,sshd-session,24063,CONN_CLOSED,,108.95.165.39,59994,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:13:30.513770+08:00 mcstart sshd-session[24063]: Connection closed by 108.95.165.39 port 59994 [preauth]
auth,2026-09-04T20:13:36.964517+08:00,mcstart,sshd-session,24072,CONN_CLOSED,,108.95.165.39,41346,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:13:36.964517+08:00 mcstart sshd-session[24072]: Connection closed by 108.95.165.39 port 41346 [preauth]
auth,2026-09-04T20:13:43.934406+08:00,mcstart,sshd-session,24074,CONN_CLOSED,,108.95.165.39,51770,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:13:43.934406+08:00 mcstart sshd-session[24074]: Connection closed by 108.95.165.39 port 51770 [preauth]
auth,2026-09-04T20:13:50.479030+08:00,mcstart,sshd-session,24076,CONN_CLOSED,,108.95.165.39,51772,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:13:50.479030+08:00 mcstart sshd-session[24076]: Connection closed by 108.95.165.39 port 51772 [preauth]
auth,2026-09-04T20:13:57.442057+08:00,mcstart,sshd-session,24079,CONN_CLOSED,,108.95.165.39,53654,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:13:57.442057+08:00 mcstart sshd-session[24079]: Connection closed by 108.95.165.39 port 53654 [preauth]
auth,2026-09-04T20:14:03.926843+08:00,mcstart,sshd-session,24082,CONN_CLOSED,,108.95.165.39,44916,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:14:03.926843+08:00 mcstart sshd-session[24082]: Connection closed by 108.95.165.39 port 44916 [preauth]
auth,2026-09-04T20:14:10.472202+08:00,mcstart,sshd-session,24084,CONN_CLOSED,,108.95.165.39,44918,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:14:10.472202+08:00 mcstart sshd-session[24084]: Connection closed by 108.95.165.39 port 44918 [preauth]
auth,2026-09-04T20:14:17.042123+08:00,mcstart,sshd-session,24087,CONN_CLOSED,,108.95.165.39,44964,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:14:17.042123+08:00 mcstart sshd-session[24087]: Connection closed by 108.95.165.39 port 44964 [preauth]
auth,2026-09-04T20:14:23.477224+08:00,mcstart,sshd-session,24089,CONN_CLOSED,,108.95.165.39,43214,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:14:23.477224+08:00 mcstart sshd-session[24089]: Connection closed by 108.95.165.39 port 43214 [preauth]
auth,2026-09-04T20:14:30.065327+08:00,mcstart,sshd-session,24091,CONN_CLOSED,,108.95.165.39,43224,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:14:30.065327+08:00 mcstart sshd-session[24091]: Connection closed by 108.95.165.39 port 43224 [preauth]
auth,2026-09-04T20:14:36.481545+08:00,mcstart,sshd-session,24093,CONN_CLOSED,,108.95.165.39,39706,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:14:36.481545+08:00 mcstart sshd-session[24093]: Connection closed by 108.95.165.39 port 39706 [preauth]
auth,2026-09-04T20:14:43.873380+08:00,mcstart,sshd-session,24095,CONN_CLOSED,,108.95.165.39,43000,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:14:43.873380+08:00 mcstart sshd-session[24095]: Connection closed by 108.95.165.39 port 43000 [preauth]
auth,2026-09-04T20:14:49.423371+08:00,mcstart,sshd-session,24097,CONN_CLOSED,,108.95.165.39,43014,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:14:49.423371+08:00 mcstart sshd-session[24097]: Connection closed by 108.95.165.39 port 43014 [preauth]
auth,2026-09-04T20:14:55.917737+08:00,mcstart,sshd-session,24099,CONN_CLOSED,,108.95.165.39,55778,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:14:55.917737+08:00 mcstart sshd-session[24099]: Connection closed by 108.95.165.39 port 55778 [preauth]
auth,2026-09-04T20:15:02.586967+08:00,mcstart,sshd-session,24101,CONN_CLOSED,,108.95.165.39,57168,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:15:02.586967+08:00 mcstart sshd-session[24101]: Connection closed by 108.95.165.39 port 57168 [preauth]
auth,2026-09-04T20:15:08.982159+08:00,mcstart,sshd-session,24103,CONN_CLOSED,,108.95.165.39,57178,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:15:08.982159+08:00 mcstart sshd-session[24103]: Connection closed by 108.95.165.39 port 57178 [preauth]
auth,2026-09-04T20:15:15.446847+08:00,mcstart,sshd-session,24105,CONN_CLOSED,,108.95.165.39,51558,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:15:15.446847+08:00 mcstart sshd-session[24105]: Connection closed by 108.95.165.39 port 51558 [preauth]
auth,2026-09-04T20:15:23.802897+08:00,mcstart,sshd-session,24107,CONN_CLOSED,,108.95.165.39,49492,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:15:23.802897+08:00 mcstart sshd-session[24107]: Connection closed by 108.95.165.39 port 49492 [preauth]
auth,2026-09-04T20:15:30.226275+08:00,mcstart,sshd-session,24109,CONN_CLOSED,,108.95.165.39,49496,[preauth],SSH 连接关闭（扫描器 preauth 特征）,2026-09-04T20:15:30.226275+08:00 mcstart sshd-session[24109]: Connection closed by 108.95.165.39 port 49496 [preauth]
